id,kind,changci,nickname,sex,level,coin,diamond,cointime,coinup,vip,headframe,phone,,,,,,,,,,use
179,3,3,思念成灾,1,1006,1413790,78,1,3000000,1,0,10005000279,,,,,,,,,,
180,3,3,碎流韵檬,1,1006,1493100,79,1,3000000,1,0,10005000280,,,,,,,,,,
181,3,3,雨落轻尘,1,1007,1572410,80,1,3000000,1,0,10005000281,,,,,,,,,,
182,3,3,放逐爱情,2,1007,1651720,81,1,3000000,2,0,10005000282,,,,,,,,,,
183,3,3,风干迷茫,2,1007,1731030,82,1,3000000,2,0,10005000283,,,,,,,,,,
184,3,3,隔壁老王,1,1007,1810340,83,2,3000000,2,0,10005000284,,,,,,,,,,
185,3,3,这辈子重要,2,1007,1889650,84,2,3000000,2,0,10005000285,,,,,,,,,,
186,4,3,经得起假话,2,1007,1968960,85,2,3000000,2,0,10005000286,,,,,,,,,,
187,4,3,温暖我,2,1007,2048270,86,2,3000000,2,0,10005000287,,,,,,,,,,
188,4,3,神一样的霸,2,1007,2127580,87,2,3000000,2,0,10005000288,,,,,,,,,,
189,4,3,萌呆叫黑米,1,1007,2206890,88,2,3000000,0,0,10005000289,,,,,,,,,,
190,4,3,有种可爱,2,1008,2286200,89,1,3000000,0,0,10005000290,,,,,,,,,,
191,3,4,七杀,1,1008,7300000,90,1,99999999,0,0,10005000291,,,,,,,,,,
192,3,4,紫色风帆,1,1008,10600000,91,1,99999999,2,0,10005000292,,,,,,,,,,
193,3,4,独孤求败,1,1008,13900000,92,2,99999999,2,0,10005000293,,,,,,,,,,
194,3,4,七忆,2,1008,17200000,93,2,99999999,2,0,10005000294,,,,,,,,,,
195,4,4,寒魄,2,1008,20500000,94,2,99999999,3,0,10005000295,,,,,,,,,,
196,4,4,烟奴,2,1008,23800000,95,2,99999999,3,0,10005000296,,,,,,,,,,
197,4,4,汐影浊,2,1008,27100000,96,2,99999999,3,0,10005000297,,,,,,,,,,
198,4,4,鬼手,2,1008,30400000,97,2,99999999,3,0,10005000298,,,,,,,,,,
199,4,4,星恋辰,2,1008,33700000,98,2,99999999,3,0,10005000299,,,,,,,,,,
200,4,4,游和泰,2,1008,37000000,99,2,99999999,3,0,10005000300,,,,,,,,,,
201,4,4,洪霞文,2,1008,87647633,100,2,99999999,1,0,10005000301,,,,,,,,,,
202,4,4,绍涵衍,2,1008,87926713,276,2,99999999,3,0,10005000302,,,,,,,,,,
203,4,4,寻昭昭,2,1008,41403559,135,2,99999999,3,0,10005000303,,,,,,,,,,
204,4,4,慈名姝,2,1008,30590238,120,2,99999999,3,0,10005000304,,,,,,,,,,
205,4,4,庆雅艳,2,1008,73045719,393,2,99999999,1,0,10005000305,,,,,,,,,,
206,4,4,俟语梦,2,1008,84577361,112,2,99999999,2,0,10005000306,,,,,,,,,,
207,4,4,藤睿文,2,1008,45737758,110,2,99999999,1,0,10005000307,,,,,,,,,,
208,4,4,家涵意,2,1008,35617526,231,2,99999999,2,0,10005000308,,,,,,,,,,
209,4,4,剑晨旭,2,1008,37373872,114,2,99999999,1,0,10005000309,,,,,,,,,,
210,4,4,郏永思,2,1008,35049013,451,2,99999999,3,0,10005000310,,,,,,,,,,
211,4,4,郦君婷,2,1008,36553486,429,2,99999999,3,0,10005000311,,,,,,,,,,
212,4,4,能鸿福,2,1008,62632354,420,2,99999999,1,0,10005000312,,,,,,,,,,
213,4,4,介翠霜,2,1008,53521895,138,2,99999999,2,0,10005000313,,,,,,,,,,
214,4,4,屠若枫,2,1008,73168145,481,2,99999999,2,0,10005000314,,,,,,,,,,
215,4,4,佴德本,2,1008,51676831,488,2,99999999,3,0,10005000315,,,,,,,,,,
216,4,4,良高阳,2,1008,44232399,149,2,99999999,1,0,10005000316,,,,,,,,,,
217,4,4,商玉英,2,1008,42010879,184,2,99999999,2,0,10005000317,,,,,,,,,,
218,4,4,俞琇芳,2,1008,89230513,260,2,99999999,2,0,10005000318,,,,,,,,,,
219,4,4,英梦桐,2,1008,85202602,104,2,99999999,1,0,10005000319,,,,,,,,,,
220,4,4,辛依风,2,1008,59522344,377,2,99999999,3,0,10005000320,,,,,,,,,,
221,4,4,仙小溪,2,1008,46356112,148,2,99999999,2,0,10005000321,,,,,,,,,,
222,4,4,子车婉仪,2,1008,64654654,134,2,99999999,3,0,10005000322,,,,,,,,,,
223,4,4,和灵秋,2,1008,72184457,257,2,99999999,1,0,10005000323,,,,,,,,,,
224,4,4,郑翠绿,2,1008,79057753,167,2,99999999,1,0,10005000324,,,,,,,,,,
225,4,4,戚三姗,2,1008,71929398,373,2,99999999,1,0,10005000325,,,,,,,,,,
226,4,4,霍嘉懿,2,1008,82751617,313,2,99999999,1,0,10005000326,,,,,,,,,,
227,4,4,孟怀曼,2,1008,74118497,309,2,99999999,3,0,10005000327,,,,,,,,,,
228,4,4,印陶然,2,1008,61889215,490,2,99999999,3,0,10005000328,,,,,,,,,,
229,4,4,堵清漪,2,1008,47650960,464,2,99999999,1,0,10005000329,,,,,,,,,,
230,4,4,随梦易,2,1008,30383999,138,2,99999999,2,0,10005000330,,,,,,,,,,
231,4,4,麻文君,2,1008,51050770,442,2,99999999,3,0,10005000331,,,,,,,,,,
232,4,4,道康宁,2,1008,85880847,478,2,99999999,1,0,10005000332,,,,,,,,,,
233,4,4,开问萍,2,1008,38202758,453,2,99999999,1,0,10005000333,,,,,,,,,,
234,4,4,邸智志,2,1008,38133281,414,2,99999999,2,0,10005000334,,,,,,,,,,
235,4,4,东方饮香,2,1008,32318447,150,2,99999999,3,0,10005000335,,,,,,,,,,
236,4,4,劳嘉庆,2,1008,61431545,421,2,99999999,1,0,10005000336,,,,,,,,,,
237,4,4,楼昊乾,2,1008,68025781,378,2,99999999,3,0,10005000337,,,,,,,,,,
238,4,4,老兰娜,2,1008,78859239,124,2,99999999,1,0,10005000338,,,,,,,,,,
239,4,4,麴清芬,2,1008,46085198,144,2,99999999,3,0,10005000339,,,,,,,,,,
240,4,4,逢芷珊,2,1008,63368346,430,2,99999999,3,0,10005000340,,,,,,,,,,
241,4,4,肇安白,2,1008,57154634,468,2,99999999,2,0,10005000341,,,,,,,,,,
242,4,4,邝尔烟,2,1008,81083122,287,2,99999999,2,0,10005000342,,,,,,,,,,
243,4,4,时康时,2,1008,83878574,274,2,99999999,1,0,10005000343,,,,,,,,,,
244,4,4,库嘉良,2,1008,85948526,303,2,99999999,3,0,10005000344,,,,,,,,,,
245,4,4,速冷珍,2,1008,43542540,229,2,99999999,3,0,10005000345,,,,,,,,,,
246,4,4,酒正志,2,1008,84130274,202,2,99999999,2,0,10005000346,,,,,,,,,,
247,4,4,慕幻翠,2,1008,82290955,222,2,99999999,3,0,10005000347,,,,,,,,,,
248,4,4,濮阳星星,2,1008,72228681,278,2,99999999,1,0,10005000348,,,,,,,,,,
249,4,4,空韵磬,2,1008,84820178,359,2,99999999,1,0,10005000349,,,,,,,,,,
250,4,4,池鹏运,2,1008,52723965,218,2,99999999,3,0,10005000350,,,,,,,,,,
251,4,4,苌翠桃,2,1008,63282211,298,2,99999999,1,0,10005000351,,,,,,,,,,
252,4,4,岑香岚,2,1008,77953735,176,2,99999999,3,0,10005000352,,,,,,,,,,
253,4,4,粘初晴,2,1008,42069621,263,2,99999999,2,0,10005000353,,,,,,,,,,
254,4,4,颛孙青枫,2,1008,30951213,424,2,99999999,1,0,10005000354,,,,,,,,,,
255,4,4,东郭寒烟,2,1008,49116031,324,2,99999999,2,0,10005000355,,,,,,,,,,
256,4,4,童才英,2,1008,45989331,339,2,99999999,3,0,10005000356,,,,,,,,,,
257,4,4,孝燕珺,2,1008,50318976,320,2,99999999,1,0,10005000357,,,,,,,,,,
258,4,4,房泽语,2,1008,57171062,252,2,99999999,1,0,10005000358,,,,,,,,,,
259,4,4,濮尔柳,2,1008,76108691,492,2,99999999,2,0,10005000359,,,,,,,,,,
260,4,4,谷秀媚,2,1008,73759461,128,2,99999999,1,0,10005000360,,,,,,,,,,
261,4,4,相白竹,2,1008,42415295,252,2,99999999,2,0,10005000361,,,,,,,,,,
262,4,4,尹旭辉,2,1008,65827232,132,2,99999999,1,0,10005000362,,,,,,,,,,
263,4,4,傅欣可,2,1008,30049421,271,2,99999999,3,0,10005000363,,,,,,,,,,
264,4,4,艾曼丽,2,1008,57131539,104,2,99999999,3,0,10005000364,,,,,,,,,,
265,4,4,陀新荣,2,1008,74416542,373,2,99999999,2,0,10005000365,,,,,,,,,,
266,4,4,练南莲,2,1008,83175153,241,2,99999999,3,0,10005000366,,,,,,,,,,
267,4,4,权兰泽,2,1008,39621624,420,2,99999999,3,0,10005000367,,,,,,,,,,
268,4,4,桓寄风,2,1008,36916788,408,2,99999999,2,0,10005000368,,,,,,,,,,
269,4,4,籍令锋,2,1008,81623073,316,2,99999999,3,0,10005000369,,,,,,,,,,
270,4,4,符彭彭,2,1008,41825831,486,2,99999999,1,0,10005000370,,,,,,,,,,
271,4,4,谢依云,2,1008,76772668,223,2,99999999,1,0,10005000371,,,,,,,,,,
272,4,4,仵荏苒,2,1008,68586969,151,2,99999999,2,0,10005000372,,,,,,,,,,
273,4,4,真怀芹,2,1008,58597489,272,2,99999999,3,0,10005000373,,,,,,,,,,
274,4,4,富察俊明,2,1008,57612264,397,2,99999999,2,0,10005000374,,,,,,,,,,
275,4,4,熊秋白,2,1008,61338805,487,2,99999999,1,0,10005000375,,,,,,,,,,
276,4,4,隐芮优,2,1008,44430914,321,2,99999999,1,0,10005000376,,,,,,,,,,
277,4,4,狂洛灵,2,1008,33196581,119,2,99999999,2,0,10005000377,,,,,,,,,,
278,4,4,夫雅韵,2,1008,41296229,185,2,99999999,3,0,10005000378,,,,,,,,,,
279,4,4,大康健,2,1008,62049620,474,2,99999999,1,0,10005000379,,,,,,,,,,
280,4,4,安山雁,2,1008,45510442,403,2,99999999,2,0,10005000380,,,,,,,,,,
281,4,4,碧鲁阳飙,2,1008,70722093,136,2,99999999,2,0,10005000381,,,,,,,,,,
282,4,4,蹉明知,2,1008,84819451,499,2,99999999,3,0,10005000382,,,,,,,,,,
283,4,4,果映冬,2,1008,32365670,114,2,99999999,1,0,10005000383,,,,,,,,,,
284,4,4,雀易云,2,1008,86529614,385,2,99999999,2,0,10005000384,,,,,,,,,,
285,4,4,菅鸿才,2,1008,40695841,162,2,99999999,2,0,10005000385,,,,,,,,,,
286,4,4,尧诗蕊,2,1008,57449254,137,2,99999999,3,0,10005000386,,,,,,,,,,
287,4,4,广灵波,2,1008,34065968,217,2,99999999,2,0,10005000387,,,,,,,,,,
288,4,4,樊雨兰,2,1008,67627657,450,2,99999999,3,0,10005000388,,,,,,,,,,
289,4,4,保友易,2,1008,57240542,402,2,99999999,2,0,10005000389,,,,,,,,,,
290,4,4,旗蕴美,2,1008,88174602,400,2,99999999,3,0,10005000390,,,,,,,,,,
291,4,4,智嘉歆,2,1008,85581232,443,2,99999999,1,0,10005000391,,,,,,,,,,
